                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    152,                0.65171,                0.42777,                0.88679,                0.98832,                0.97767,                0.99131,                0.70066,                  1.171,                0.55775,                 1.1009,             0.00036089,             0.00036089,             0.00036089
                    153,                0.65197,                0.43211,                0.89313,                0.98087,                0.99962,                  0.995,                0.70998,                 1.1923,                0.54349,                 1.0985,             0.00035382,             0.00035382,             0.00035382
                    154,                0.67747,                0.43662,                0.88659,                0.98434,                0.99587,                0.99481,                0.70889,                 1.1757,                0.53633,                 1.0985,             0.00034675,             0.00034675,             0.00034675
                    155,                0.63298,                 0.4237,                0.88716,                0.98438,                0.97128,                 0.9911,                0.69194,                 1.1769,                0.56487,                 1.0881,             0.00033967,             0.00033967,             0.00033967
                    156,                0.66373,                0.44553,                0.89269,                0.99461,                 0.9324,                 0.9886,                 0.6925,                 1.2113,                 0.5811,                 1.1212,              0.0003326,              0.0003326,              0.0003326
                    157,                0.63389,                0.42818,                0.88521,                0.94661,                0.99048,                 0.9912,                0.69302,                 1.2237,                0.57604,                 1.1115,             0.00032553,             0.00032553,             0.00032553
                    158,                 0.6476,                0.42638,                 0.8806,                0.97677,                0.96888,                 0.9927,                0.71587,                 1.2016,                 0.5724,                 1.0925,             0.00031845,             0.00031845,             0.00031845
                    159,                0.63707,                0.43053,                0.88642,                0.97345,                0.97909,                0.99374,                0.71526,                 1.1971,                0.54988,                 1.0578,             0.00031138,             0.00031138,             0.00031138
                    160,                   0.65,                0.41802,                0.88744,                0.95257,                0.98095,                0.99298,                0.70288,                 1.1862,                0.56333,                 1.0517,             0.00030431,             0.00030431,             0.00030431
                    161,                 0.6727,                0.43651,                0.88445,                0.97178,                0.95183,                 0.9868,                0.69933,                 1.2113,                0.55549,                 1.0721,             0.00029723,             0.00029723,             0.00029723
                    162,                0.66064,                0.43151,                0.88404,                0.97635,                 0.9878,                0.99389,                0.70789,                 1.1949,                0.56501,                 1.0677,             0.00029016,             0.00029016,             0.00029016
                    163,                0.65827,                0.42968,                0.88488,                0.96348,                0.98752,                 0.9918,                0.69769,                 1.2204,                0.54773,                 1.0865,             0.00028308,             0.00028308,             0.00028308
                    164,                0.62836,                0.41926,                0.87965,                0.99366,                0.98095,                 0.9932,                0.71211,                 1.2017,                0.55436,                 1.0975,             0.00027601,             0.00027601,             0.00027601
                    165,                0.62836,                0.41688,                0.88485,                0.98463,                0.99048,                0.99447,                0.71155,                 1.1825,                0.55574,                 1.0772,             0.00026894,             0.00026894,             0.00026894
                    166,                0.62158,                0.41151,                0.87512,                0.98691,                0.98318,                0.99447,                0.70318,                 1.1858,                0.54818,                 1.0753,             0.00026186,             0.00026186,             0.00026186
                    167,                0.61459,                0.41853,                0.87825,                0.96694,                0.97049,                 0.9877,                 0.6986,                 1.1889,                0.56105,                  1.071,             0.00025479,             0.00025479,             0.00025479
                    168,                0.61449,                0.41503,                0.88198,                 0.9877,                0.97143,                0.99019,                0.71395,                 1.1909,                0.55935,                 1.0787,             0.00024772,             0.00024772,             0.00024772
                    169,                0.60607,                0.41333,                0.87694,                 0.9945,                 0.9583,                0.98824,                0.70285,                 1.2084,                0.55906,                 1.0863,             0.00024064,             0.00024064,             0.00024064
                    170,                0.61544,                 0.4143,                0.88032,                0.96734,                0.98624,                0.99148,                0.70137,                 1.2011,                0.54818,                 1.0686,             0.00023357,             0.00023357,             0.00023357
                    171,                0.60149,                0.40331,                0.87791,                0.99617,                0.96673,                0.99269,                0.70908,                  1.193,                0.56177,                  1.079,              0.0002265,              0.0002265,              0.0002265
                    172,                0.60621,                0.41728,                0.88012,                0.99167,                0.97143,                0.99254,                0.70918,                 1.1797,                 0.5477,                 1.0717,             0.00021942,             0.00021942,             0.00021942
                    173,                0.61254,                0.41685,                 0.8868,                0.99299,                 0.9991,                  0.995,                0.69855,                 1.2077,                0.56658,                 1.0901,             0.00021235,             0.00021235,             0.00021235
                    174,                0.61801,                0.41142,                0.88596,                0.99481,                0.99836,                  0.995,                0.69827,                 1.2228,                0.56033,                 1.0985,             0.00020528,             0.00020528,             0.00020528
                    175,                  0.593,                0.39986,                0.87372,                0.98225,                0.99493,                0.99481,                0.69979,                 1.1984,                0.54924,                 1.0757,              0.0001982,              0.0001982,              0.0001982
                    176,                0.59059,                0.40816,                0.87673,                0.98747,                0.98082,                0.99374,                0.70499,                  1.181,                 0.5464,                 1.0528,             0.00019113,             0.00019113,             0.00019113
                    177,                0.58791,                0.40552,                0.87155,                0.98863,                 0.9737,                0.99343,                0.69688,                 1.1763,                0.54501,                 1.0367,             0.00018406,             0.00018406,             0.00018406
                    178,                 0.5968,                0.40372,                0.87833,                0.97885,                0.95451,                 0.9916,                 0.7074,                 1.1758,                0.54544,                 1.0477,             0.00017698,             0.00017698,             0.00017698
                    179,                0.57419,                0.40087,                0.87789,                0.98807,                0.95151,                0.98993,                0.70578,                 1.2025,                0.55021,                 1.0792,             0.00016991,             0.00016991,             0.00016991
                    180,                0.57921,                0.39916,                0.87724,                0.97777,                0.98197,                0.99159,                0.70824,                 1.1827,                 0.5505,                 1.0757,             0.00016283,             0.00016283,             0.00016283
                    181,                0.60172,                0.40806,                0.88283,                 0.9684,                0.97847,                0.98939,                0.70661,                 1.1844,                0.56454,                 1.0553,             0.00015576,             0.00015576,             0.00015576
                    182,                0.59254,                0.40443,                0.87962,                0.96788,                0.95429,                0.98511,                0.69359,                 1.2066,                0.56877,                 1.0486,             0.00014869,             0.00014869,             0.00014869
                    183,                0.59616,                0.40097,                0.87685,                0.98127,                0.96438,                0.99119,                0.69839,                 1.1813,                0.56975,                 1.0525,             0.00014161,             0.00014161,             0.00014161
                    184,                0.58445,                0.39951,                0.88044,                0.97122,                 0.9661,                0.98769,                0.70339,                 1.1711,                0.56344,                 1.0394,             0.00013454,             0.00013454,             0.00013454
                    185,                0.57593,                0.40089,                0.86943,                0.97652,                0.97524,                0.99001,                0.70109,                 1.1787,                0.58354,                   1.04,             0.00012747,             0.00012747,             0.00012747
                    186,                0.57752,                0.39292,                0.87123,                0.99775,                0.96872,                0.99269,                0.69408,                 1.1623,                0.56658,                 1.0279,             0.00012039,             0.00012039,             0.00012039
                    187,                0.57742,                0.39305,                0.87287,                0.99711,                0.96853,                0.99144,                0.71231,                 1.1619,                0.55823,                  1.011,             0.00011332,             0.00011332,             0.00011332
                    188,                0.56486,                0.38893,                 0.8737,                0.97381,                0.98095,                0.98947,                 0.7089,                 1.1745,                0.55346,                 1.0129,             0.00010625,             0.00010625,             0.00010625
                    189,                0.58855,                0.38985,                0.87277,                0.98419,                 0.9808,                0.99238,                0.70986,                  1.173,                0.56009,                 1.0232,             9.9173e-05,             9.9173e-05,             9.9173e-05
                    190,                0.57565,                 0.3934,                0.87333,                0.99117,                 0.9931,                  0.995,                0.70507,                 1.1843,                0.55353,                 1.0297,             9.2099e-05,             9.2099e-05,             9.2099e-05
                    191,                0.57715,                0.39856,                0.86748,                0.99262,                0.94953,                0.99083,                0.70364,                 1.1623,                0.55445,                 1.0231,             8.5026e-05,             8.5026e-05,             8.5026e-05
                    192,                0.54664,                0.38147,                0.84803,                0.95159,                0.99048,                0.99006,                0.69262,                 1.1632,                0.56437,                 1.0249,             7.7952e-05,             7.7952e-05,             7.7952e-05
                    193,                0.55883,                0.38691,                0.84358,                0.99633,                0.95085,                0.98565,                0.68492,                 1.1755,                0.56801,                 1.0396,             7.0878e-05,             7.0878e-05,             7.0878e-05
                    194,                0.54507,                0.37218,                0.84971,                0.99476,                0.94284,                0.98782,                0.68965,                 1.1749,                0.56522,                 1.0403,             6.3805e-05,             6.3805e-05,             6.3805e-05
                    195,                0.53099,                0.36849,                0.83711,                0.99422,                0.94294,                0.98912,                0.69416,                 1.1568,                0.56477,                 1.0292,             5.6731e-05,             5.6731e-05,             5.6731e-05
                    196,                0.53853,                0.36209,                0.84171,                0.96238,                0.95739,                0.98734,                0.69732,                 1.1452,                 0.5642,                 1.0277,             4.9658e-05,             4.9658e-05,             4.9658e-05
                    197,                0.53391,                0.36126,                 0.8529,                0.99724,                0.92196,                0.98683,                0.70166,                 1.1539,                0.56556,                 1.0303,             4.2584e-05,             4.2584e-05,             4.2584e-05
                    198,                0.52008,                0.36216,                0.84872,                0.99655,                 0.9232,                0.98801,                0.70165,                 1.1607,                0.57427,                 1.0329,             3.5511e-05,             3.5511e-05,             3.5511e-05
                    199,                0.52738,                0.36609,                0.84819,                0.98614,                 0.9467,                0.98865,                0.70043,                 1.1686,                0.57508,                 1.0293,             2.8437e-05,             2.8437e-05,             2.8437e-05
                    200,                0.50686,                0.35554,                0.84711,                0.98599,                0.94591,                0.98836,                 0.6948,                 1.1624,                0.57557,                 1.0258,             2.1364e-05,             2.1364e-05,             2.1364e-05
